,question,answer,question_index,answer_index,document_index
0,What style of architecture is reflected in the Basilica di Santa Croce's design?,"The Basilica di Santa Croce (Italian for 'Basilica of the Holy Cross') is a minor basilica and the principal Franciscan church of Florence, Italy.",O,0,6
1,What style of architecture does the Basilica di Santa Croce primarily reflect?," It is situated on the Piazza di Santa Croce, about 800 metres southeast of the Duomo, on what was once marshland beyond the city walls.",O,1,6
2,Who was the architect behind the design of the Cappella dei Pazzi?," Being the burial place of notable Italians, including those from the Italian Renaissance such as Michelangelo, Galileo, and Machiavelli, as well as the poet Foscolo, political philosopher Gentile, and the composer Rossini, it is also known as the Temple of the Italian Glories (Tempio dell'Itale Glorie).",O,2,6
3,Who designed the interior of the area where the choir screen was removed in 1560?, The basilica is the largest Franciscan church in the world.,O,3,6
4,What architectural style does the Basilica di Santa Croce primarily reflect?," Its most notable features are its sixteen chapels, many of them decorated with frescoes by Giotto and his pupils, and its tombs and cenotaphs.",O,4,6
5,Was the Basilica di Santa Croce founded by St Francis himself according to legend?, Legend says that Santa Croce was founded by St Francis himself.,O,5,6
6,Was the Basilica di Santa Croce the first church to be built on the site where it currently stands?," The construction of the current church, to replace an older building, was begun on 12 May 1294, possibly by Arnolfo di Cambio, and paid for by some of the city's wealthiest families.",O,6,6
7,Was the construction of the Basilica di Santa Croce begun before or after the death of St. Francis?, It was consecrated in 1442 by Pope Eugene IV.,O,7,6
8,What architectural style does the Basilica di Santa Croce primarily represent?, The building's design reflects the austere approach of the Franciscans.,O,8,6
9,What architectural style is reflected in the design of the Basilica di Santa Croce?," The floorplan is an Egyptian or Tau cross (a symbol of St Francis), 115 metres in length with a nave and two aisles separated by lines of octagonal columns.",O,9,6
10,What is the name of the architect who designed the bell tower of the Basilica di Santa Croce?," To the south of the church was a convent, some of whose buildings remain.",O,10,6
11,What style of architecture is the Basilica di Santa Croce primarily associated with?," The Basilica di Santa Croce is a mixed style of Gothic, Renaissance, and Gothic Revival.",O,11,6
12,What was the reason behind the removal of the choir screen in the Primo Chiostro in 1560?,"
The Primo Chiostro, the main cloister, houses the Cappella dei Pazzi, built as the chapter house, completed in the 1470s.",O,12,6
13,Who designed the inner cloister of the Basilica di Santa Croce?," Filippo Brunelleschi (who had designed and executed the dome of the Duomo) was involved in its design, which has remained rigorously simple and unadorned.",O,13,6
14,What architectural style is the Basilica di Santa Croce's design a mix of?," In 1560, the choir screen was removed as part of changes arising from the Counter-Reformation, and the interior of this area was rebuilt by Giorgio Vasari.",O,14,6
15,What was the reason for the removal of the choir screen in 1560 from the Basilica di Santa Croce?," As a result, there was damage to the church's decoration and most of the altars previously located on the screen were lost.",O,15,6
16,What was the reason for the damage to the frescoes in the Bardi Chapel?," The Bardi Chapel, which contained a cycle of frescoes of the life of St Francis, was plastered over at the behest of Cosimo I, and Vasari placed some new altars against the walls, causing considerable damage to the frescoes.",O,16,6
17,What style of architecture does the Basilica di Santa Croce primarily reflect?,"
The bell tower was built in 1842, replacing an earlier one damaged by lightning.",O,17,6
18,What year did the construction of the current Basilica di Santa Croce begin?, The neo-Gothic marble façade dates from 1857 to 1863.,O,18,6
19,What style of architecture is reflected in the Basilica di Santa Croce's design?," The Jewish architect Niccolò Matas from Ancona designed the church's façade, working a prominent Star of David into the composition.",O,19,6
20,"Why was Matas, the Jewish architect, not buried among his peers in the Basilica di Santa Croce?"," Matas had wanted to be buried with his peers, but because he was Jewish, he was buried under the threshold and honoured with an inscription.",O,20,6
21,What is the significance of the year 1866 in relation to the Basilica di Santa Croce?," In 1866, the complex became public property as part of government suppression of most religious houses, following the wars that gained Italian independence and unity.",O,21,6
22,What was the reason behind the removal of the 16th-century altars and plaster from the Bardi Chapel?,"
Among the 19th-century restorations, the 16th-century altars and plaster were removed from the Bardi Chapel, revealing Giotto's frescoes of the Life of St Francis, which include the Death of St. Francis.",O,22,6
23,What architectural styles can be found in the Basilica di Santa Croce?," This painting, missing sections where an altar had been attached to the wall, was heavily restored in the 19th century.",O,23,6
24,What were the reasons behind the removal of the 16th-century altars and plaster from the Bardi Chapel?," These restorations were later removed to reveal those areas which are definitively Giotto's, leaving portions of the painting missing.",O,24,6
25,What is the name of the architect who designed the church's façade and incorporated a Star of David into the composition?,"
The Museo dell'Opera di Santa Croce is housed mainly in the refectory, also off the cloister.",O,25,6
26,What is the name of the architect who designed the inner cloister of the Basilica di Santa Croce?," A monument to Florence Nightingale stands in the cloister, in the city in which she was born and after which she was named.",O,26,6
27,What year did the construction of the current Basilica di Santa Croce begin?," Brunelleschi also built the inner cloister, completed in 1453.",O,27,6
28,Was the Basilica di Santa Croce the primary place where the works of Michelangelo were stored during World War II?,"
In 1940, during the safe hiding of various works during World War II, Ugo Procacci noticed the Badia Polyptych being carried out of the church.",O,28,6
29,Was the Badia Polyptych removed from the Badia Fiorentina during the Napoleonic occupation?, He reasoned that this had been removed from the Badia Fiorentina during the Napoleonic occupation and accidentally re-installed in Santa Croce.,O,29,6
30,What was the purpose of the removal of layers of whitewash and overpaint from Giotto's Peruzzi Chapel scenes by Leonetto Tintori between 1958 and 1961?," Between 1958 and 1961, Leonetto Tintori removed layers of whitewash and overpaint from Giotto's Peruzzi Chapel scenes to reveal his original work.",O,30,6
31,When did the construction of the current Basilica di Santa Croce begin?,"
In 1966, the Arno River flooded much of Florence, including Santa Croce.",O,31,6
32,What was the cause of the severe damage to the buildings and art treasures in the Basilica di Santa Croce in 1966?," The water entered the church, bringing mud, pollution, and heating oil.",O,32,6
33,How long did it take to repair the damage to buildings and art treasures at the Basilica di Santa Croce after the 1966 flood?," The damage to buildings and art treasures was severe, taking several decades to repair.",O,33,6
34,"What is the name of the architect who designed the inner cloister of the Basilica di Santa Croce, completed in 1453?","
Today, the former dormitory of the Franciscan friars houses the Scuola del Cuoio (Leather School).",O,34,6
35,What is the name of the school where visitors can watch artisans craft leather goods?," Visitors can watch as artisans craft purses, wallets, and other leather goods, which are sold in the adjacent shop.",O,35,6
36,What architectural style is the Basilica di Santa Croce primarily associated with?,"
",O,36,6
