,question,answer,question_index,answer_index,document_index
0,When was the original David by Michelangelo moved to the Galleria dell'Accademia di Firenze?,"The Galleria dell'Accademia di Firenze, or ""Gallery of the Academy of Florence,"" is an art museum in Florence, Italy. ",O,0,17
1,What was the reason the sculpture David was moved from its previous location on Piazza della Signoria to the Accademia?, It is best known as the home of Michelangelo's sculpture David. ,O,1,17
2,Is the Galleria dell'Accademia the most visited art museum in Italy?," It also has other sculptures by Michelangelo and a large collection of paintings by Florentine artists, mostly from the period 1300–1600 (the Trecento to the Late Renaissance). ",O,2,17
3,What is the main reason why Michelangelo's sculpture David was moved from its previous outdoor location on Piazza della Signoria to the Galleria dell'Accademia?," It is smaller and more specialized than the Uffizi, the main art museum in Florence. ",O,3,17
4,What is the main reason why the Galleria dell'Accademia has housed the original David by Michelangelo since 1873?," It adjoins the Accademia di Belle Arti or academy of fine arts of Florence, but despite the name, has no other connection with it. ",O,4,17
5,"What year was the Galleria dell'Accademia founded by Pietro Leopoldo, Grand Duke of Tuscany?","
In 2016, it had 1.46 million visitors, making it the second-most-visited art museum in Italy, after the Uffizi (2.02 million). ",O,5,17
6,When was the Galleria dell'Accademia founded?,"
The Galleria dell'Accademia was founded in 1784 by Pietro Leopoldo, Grand Duke of Tuscany. ",O,6,17
7,"When did the ""Museo degli strumenti musicali"" collection open at the Galleria dell'Accademia?"," In 2001, the ""Museo degli strumenti musicali"" collection opened. ",O,7,17
8,What is the reason the original David by Michelangelo was moved from its previous outdoor location on Piazza della Signoria to the Galleria dell'Accademia?," It includes musical instruments made by Stradivarius, Niccolò Amati, and Bartolomeo Cristofori, which were acquired by the Florence Conservatory. ",O,8,17
9,Why did the museum object to GQ Italia using a lenticular cover to switch between an image of the statue and Pietro Boselli?,"
In 2023, the museum successfully sued a magazine publisher for using an image of Michelangelo's David without the museum's permission, even though the artwork (which is physically in the museum) belongs to the public domain. ",O,9,17
10,Why did the Galleria dell'Accademia object to GQ Italia using a lenticular cover to switch between an image of the statue and Pietro Boselli?, The museum also objected to GQ Italia using a lenticular cover to switch between an image of the statue and Pietro Boselli. ,O,10,17
11,When was the Galleria dell'Accademia founded?,"
The Galleria dell'Accademia has housed the original David by Michelangelo since 1873. ",O,11,17
12,Why did the Galleria dell'Accademia allegedly bring Michelangelo's sculpture to the Accademia for?," The sculpture was allegedly brought to the Accademia for reasons of conservation, although other factors were involved in its move from its previous outdoor location on Piazza della Signoria. ",O,12,17
13,What was the original intention behind creating the Galleria dell'Accademia di Firenze?," The original intention was to create a ""Michelangelo museum,"" with original sculptures and drawings, to celebrate the fourth centenary of the artist's birth. ",O,13,17
14,What was the reason given for moving Michelangelo's original David from its outdoor location on Piazza della Signoria to the Accademia in 1873?,"
Today, the gallery's small collection of Michelangelo's work includes his four unfinished Prisoners, intended for the tomb of Pope Julius II, and a statue of Saint Matthew, also unfinished. ",O,14,17
15,What was the original intention of moving Michelangelo's David to the Galleria dell'Accademia from its previous outdoor location on Piazza della Signoria?," In 1939, these were joined by the Palestrina Pietà, discovered in the Barberini chapel in Palestrina, though experts now consider its attribution to Michelangelo to be dubious. ",O,15,17
16,"What is the name of the art museum in Florence, Italy, that is home to Michelangelo's sculpture David?","
Other works on display are Florentine paintings from the 13th and 16th centuries, including works by Paolo Uccello, Domenico Ghirlandaio, Sandro Botticelli, and Andrea del Sarto. ",O,16,17
17,"What year did the ""Museo degli strumenti musicali"" collection open in the Galleria dell'Accademia?"," From the High Renaissance, Giambologna's original full-size plaster modello for the Rape of the Sabine Women is also featured. ",O,17,17
18,What was the original intention of moving Michelangelo's David from its outdoor location on Piazza della Signoria to the Accademia in 1873?," Additionally, the gallery houses a number of Florentine Gothic paintings and the collection of Russian icons assembled by the Grand Dukes of the House of Lorraine, of which Leopoldo was one. ",O,18,17
19,When was the original David by Michelangelo moved to the Galleria dell'Accademia?,"
",O,19,17
