,question,answer,question_index,answer_index,document_index
0,Who designed the first stage of the Boboli Gardens before he died in 1550?,The Boboli Gardens is a historical park of the city of Florence that was opened to the public in 1766. ,O,0,16
1,What was the primary axis of the Boboli Gardens centered on?," Originally designed for the Medici, it represents one of the first and most important examples of the Italian garden, which later served as inspiration for many European courts. ",O,1,16
2,What is the name of the architect who contributed to the planning of the Boboli Gardens and also built the elaborate architecture of the grotto in the courtyard?," Statues of various styles and periods, ancient and Renaissance, dot the garden. ",O,2,16
3,What is the name of the artist who built the grotto between 1536 and 1608?," It also has large fountains and artificial caves, notably a grotto built by the artist, architect, and sculptor Bernardo Buontalenti between 1536 and 1608. ",O,3,16
4,What was the original purpose of the construction of the Grotto of Madama and the Large Grotto in the Boboli Gardens?,"
The Gardens, directly behind the Pitti Palace, the main seat of the Medici grand dukes of Tuscany at Florence, are some of the first and most familiar formal 16th-century Italian gardens. ",O,4,16
5,What was the original purpose of the grotto built by Bernardo Buontalenti in the Boboli Gardens?," The mid-16th-century garden style, as it was developed here, incorporated longer axial developments, wide gravel avenues, a considerable ""built"" element of stone, the lavish employment of statuary and fountains, and a proliferation of detail, coordinated in semi-private and public spaces that were informed by classical accents: grottos, nympheums, garden temples and the like. ",O,5,16
6,What was the main reason for the construction of the conduit in the Boboli Gardens to feed water from the nearby Arno River into an elaborate irrigation system?," The openness of the garden, with an expansive view of the city, was unconventional for its time. ",O,6,16
7,Who designed the first stage of the Boboli Gardens before Niccolò Tribolo died in 1550?," The gardens were very lavish, considering no access was allowed to anyone outside the immediate Medici family, and no entertainment or parties are ever known to have taken place in the gardens. ",O,7,16
8,Who was the sculptor behind the statue of Neptune located at the Fountain of Neptune in the Boboli Gardens?,"
The Boboli Gardens were laid out for Eleonora di Toledo, the wife of Cosimo I de' Medici. ",O,8,16
9,What was the name of the artist who built the grotto between 1536 and 1608?," The name may be a corruption of ""Bogoli"" or ""Borgoli,"" possibly the name of a family who had previously owned the land. ",O,9,16
10,Who initially contributed to the planning of the Boboli Gardens?," The first stage had scarcely been begun by Niccolò Tribolo when he died in 1550, after which the construction was continued by Bartolomeo Ammanati. ",O,10,16
11,"What was the name of the person who laid out the long secondary axis, the Viottolone or Cyprus Road, at a right angle to the primary axis in the Boboli Gardens?"," Giorgio Vasari contributed to the planning, and Bernardo Buontalenti contributed sculptures, as well as the elaborate architecture of the grotto in the courtyard that separates the palace from its garden. ",O,11,16
12,"What is the name of the architect who laid out the long secondary axis, the Viottolone or Cyprus Road, at a right angle to the primary axis?","
The garden lacks a natural water source. ",O,12,16
13,What is the name of the artist who contributed sculptures and the elaborate architecture of the grotto in the courtyard that separates the palace from its garden?," To water its plants, a conduit was built to feed water from the nearby Arno River into an elaborate irrigation system. ",O,13,16
14,What is the name of the artist who built the grotto in the courtyard that separates the palace from its garden?," The primary axis, centered on the rear façade of the palace, rises on Boboli Hill from a deep amphitheater; its shape resembles half of a classical hippodrome or racecourse. ",O,14,16
15,What is the name of the artist who contributed to the planning of the Boboli Gardens and also built the elaborate architecture of the grotto in the courtyard?,"
At the center of the amphitheater and rather dwarfed by its position is the Ancient Egyptian Boboli obelisk, brought from the Villa Medici at Rome. ",O,15,16
16,What is the name of the artist who contributed sculptures and elaborate architecture of the grotto in the courtyard that separates the palace from its garden?," This primary axis terminates in a fountain of Neptune (known to the irreverent Florentines as the ""Fountain of the Fork"" for Neptune's trident); the sculpture of Neptune, by Stoldo Lorenzi, is visible against the skyline as a visitor climbs the slope. ",O,16,16
17,"What is the name of the main gate of the walled city through which the secondary axis, the Viottolone or Cyprus Road, allowed for exit from the gardens?","
Giulio Parigi laid out the long secondary axis, the Viottolone or Cyprus Road, at a right angle to the primary axis. ",O,17,16
18,Who was responsible for laying out the Viottolone or Cyprus Road in the Boboli Gardens?," This road led up through a series of terraces and water features, the main one being the Isolotto complex, with the bosquets on either side, and then allowed for exit from the gardens almost at Porta Romana, which was one of the main gates of the walled city. ",O,18,16
