,question,answer,question_index,answer_index,document_index
0,What year did the Bargello open as a national museum?,"The Bargello, also known as the Palazzo del Bargello or Palazzo del Popolo (""Palace of the People""), is a former barracks and prison in Florence, Italy.",O,0,9
1,When was the first nucleus of The Bargello built?," Since 1865, it has housed the Museo Nazionale del Bargello, a national art museum.",O,1,9
2,When was the original two-story structure of the Bargello built?, The architectural style is Gothic.,O,2,9
3,What year did the Medici dispense with the function of the Podestà?," The first nucleus, facing Via del Proconsolo, already begun in 1255 (forty-three years before the Palazzo della Signoria), was built according to Giorgio Vasari by Lapo Tedesco next to the tower known as the Volognana, formerly belonging to the Boscoli family, and on some houses and towers of the Badia Fiorentina.",O,3,9
4,When was the third storey added to the Bargello?," The Bargello is located in the district of San Giovanni in the Via del Proconsolo, via Ghibellina, via dell'Acqua, via della Vigna Vecchia.
Construction began in 1255.",O,4,9
5,What was the original purpose of the building in 1255?," The palace was built to house first the Capitano del Popolo and later, in 1261, the 'podestà', the highest magistrate of the Florence City Council.",O,5,9
6,What was the original function of the Palazzo del Podestà after the Medici dispensed with the function of the Podestà in 1574?," This Palazzo del Podestà, as it was originally called, is the oldest public building in Florence.",O,6,9
7,What is the reason behind the name of the Palazzo del Bargello?, This austere crenellated building served as a model for the construction of the Palazzo Vecchio.,O,7,9
8,When was the third storey added to the original two-story structure of the Bargello?," In 1574, the Medici dispensed with the function of the Podestà and housed the bargello, the police chief of Florence, in this building, hence its name.",O,8,9
9,"What year did the Medici dispense with the function of the Podestà and house the bargello, the police chief of Florence, in the Bargello building?"," It was employed as a prison; executions took place in the Bargello's yard until they were abolished by Grand Duke Peter Leopold in 1786, but it remained the headquarters of the Florentine police until 1859.",O,9,9
10,When was the third storey of the Bargello added?," When Leopold II, Holy Roman Emperor Peter Leopold was exiled, the makeshift Governor of Tuscany decided that the Bargello should no longer be a jail, and it then became a national museum.
The original two-story structure was built alongside the Volognana Tower in 1256.",O,10,9
11,What event led to the addition of the third storey to the Bargello building?," The third storey, which can be identified by the smaller blocks used to construct it, was added after the fire of 1323.",O,11,9
12,What is the primary function of the Bargello building that led to its name?, The building is designed around an open courtyard with an external staircase leading to the second floor.,O,12,9
13,What is the name of the tower located next to the original nucleus of the Bargello?, An open well is found in the centre of the courtyard.,O,13,9
14,What architectural style is the Bargello primarily associated with?,"
The Bargello opened as a national museum (Museo Nazionale del Bargello) in 1865, displaying the largest Italian collection of Gothic and Renaissance sculptures (14–17th century).
",O,14,9
