,question,answer,question_index,answer_index,document_index
0,How tall is Giotto's Campanile?,"Giotto's Campanile is a free-standing campanile (bell tower) that is part of the complex of buildings that make up Florence Cathedral on the Piazza del Duomo in Florence, Italy. ",O,0,19
1,How many steps are there to climb to reach the top of Giotto's Campanile?," Standing adjacent to the Basilica of Santa Maria del Fiore and the Baptistry of St. John, the tower is one of the showpieces of Florentine Gothic architecture with its design by Giotto, its rich sculptural decorations and its polychrome marble encrustations. ",O,1,19
2,What is the total number of niches built by Andrea Pisano in the bell tower? ,"
The slender structure is square in plan with 14.45 metre (47.41 ft) sides. It is 84.7 metres (277.9 ft) tall and has polygonal buttresses at each corner. The tower is divided horizontally into five stages. ",O,2,19
3,"
How many levels did Francesco Talenti build at the top of the bell tower, completing its construction in 1359?","
The slender structure is square in plan with 14.45 metre (47.41 ft) sides. It is 84.7 metres (277.9 ft) tall and has polygonal buttresses at each corner. The tower is divided horizontally into five stages. ",C,2,19
4,What architectural style is Giotto's Campanile an example of?," The lower levels with the hexagonal panels, lozenges, and statues. ",O,3,19
5,When was the first stone laid for Giotto's Campanile?,"
On the death of Arnolfo di Cambio in 1302, the first Master of the Works of the Cathedral, and after an interruption of more than thirty years, the celebrated painter Giotto di Bondone was nominated as his successor in 1334. ",O,4,19
6,What was the age of Giotto when he was nominated as the Master of the Works of the Cathedral in 1334? ," At that time he was 67 years old. Giotto concentrated his energy on the design and construction of a campanile for the cathedral. He had become an eminent architect, thanks to the growing autonomy of the architect-designer in relation to the craftsmen since the first half of the 13th century. The first stone was laid on 19 July 1334. ",O,5,19
7,"
How many levels does Giotto's Campanile have and what are they divided into? "," At that time he was 67 years old. Giotto concentrated his energy on the design and construction of a campanile for the cathedral. He had become an eminent architect, thanks to the growing autonomy of the architect-designer in relation to the craftsmen since the first half of the 13th century. The first stone was laid on 19 July 1334. ",C,5,19
8,"
Who completed the construction of the bell tower after Giotto's death and what was the year of its completion?"," At that time he was 67 years old. Giotto concentrated his energy on the design and construction of a campanile for the cathedral. He had become an eminent architect, thanks to the growing autonomy of the architect-designer in relation to the craftsmen since the first half of the 13th century. The first stone was laid on 19 July 1334. ",C,5,19
9,What was the reason for the halt in the construction of the bell tower in 1348?," His design was in harmony with the polychromy of the cathedral, as applied by Arnolfo di Cambio, giving the tower a view as if it were painted. In his design, he also applied chiaroscuro and some form of perspective instead of a strict linear drawing of the campanile. ",O,6,19
10,How does the exterior of Giotto's Campanile differ from a traditional Gothic building?," And instead of a filigree skeleton of a Gothic building, he applied a surface of coloured marble in geometric patterns. ",O,7,19
11,How many years did construction of Giotto's Campanile halt after it began in 1334?,"
When he died in 1337, he had only finished the lower floor with its marble external revetment: geometric patterns of white marble from Carrara, green marble from Prato, and red marble from Siena. ",O,8,19
12,What architectural style is primarily associated with Giotto's design of the Campanile?," This lower floor is decorated on three sides with bas-reliefs in hexagonal panels, seven on each side. ",O,9,19
13,What was the original designed height of Giotto's Campanile before it was lowered?," When the entrance door was enlarged in 1348, two panels were moved to the empty northern side and only much later, five more panels were commissioned from Luca della Robbia in 1437. ",O,10,19
14,"What does the number ""seven"" symbolize in the Biblical sense according to the text?"," The number ""seven"" has a special meaning in the Biblical sense: it symbolizes human perfectibility. ",O,11,19
15,Who designed the spire that was initially planned for the Giotto's Campanile but was not built?,"
It is difficult to attribute artistic paternity to these panels. ",O,12,19
16,Who designed the spire that was originally planned for Giotto's Campanile but never built?," Some may be by Giotto himself, the others by Andrea Pisano (or their workshops). ",O,13,19
17,How old was Giotto when he was nominated as the Master of the Works of the Cathedral in 1334?," Through this work, Giotto has become, together with Brunelleschi (dome of the cathedral of Florence) and Alberti (with his treatise De re aedificatoria, 1450), one of the founding fathers of Italian Renaissance architecture. ",O,14,19
18,"What was the significance of the number ""seven"" in the decoration of the lower floor of Giotto's Campanile?","
Giotto was succeeded as Master of the Works in 1343 by Andrea Pisano, famous already for the South Doors of the Baptistery. ",O,15,19
19,Was the campanile's design by Giotto influenced by Arnolfo di Cambio's polychromy of the cathedral?," He continued the construction of the bell tower, scrupulously following Giotto's design. ",O,16,19
20,Who added lozenge-shaped panels to the campanile above the lower level of Giotto's design?," He added, above the lower level of Giotto, a second fascia, this time decorated with lozenge-shaped panels (1347–1341). ",O,17,19
21,Why were the second row of niches in Giotto's Campanile left empty?," He built two more levels, with four niches on each side and each level, but the second row of niches are empty. ",O,18,19
22,When did the construction of Giotto's Campanile come to a halt?," Construction came to a halt in 1348, the year of the disastrous Black Death. ",O,19,19
23,When was the first stone laid for the campanile?,"
Pisano was replaced in his turn by Francesco Talenti who built the top three levels, with the large windows, completing the bell tower in 1359. ",O,20,19
24,Why did the construction of Giotto's Campanile come to a halt in 1348?," He did not build the spire designed by Giotto, thus lowering the designed height of 122 metres (400 ft) to 84.7 metres (277.9 ft). ",O,21,19
25,What was the reason for the halt in the construction of Giotto's Campanile in 1348?," The top, with its scenic panorama of Florence and the surrounding hills, can be reached by climbing 414 steps. ",O,22,19
26,What was the original designed height of Giotto's Campanile as envisioned by the artist himself?,"
",O,23,19
