,question,answer,question_index,answer_index,document_index
0,What is the name of the architect who was initially commissioned to design the Basilica di San Lorenzo but died before its completion?,"The Basilica di San Lorenzo (Basilica of St. Lawrence) is one of the largest churches of Florence, Italy, situated at the centre of the main market district of the city, and it is the burial place of all the principal members of the Medici family from Cosimo il Vecchio to Cosimo III.",O,0,7
1,What was the original purpose of the Basilica di San Lorenzo's design by Filippo Brunelleschi in 1419?," It is one of several churches that claim to be the oldest in Florence, having been consecrated in 393 AD, at which time it stood outside the city walls.",O,1,7
2,"When was the Basilica di San Lorenzo consecrated, and in what state was it located at that time?"," For three hundred years, it was the city's cathedral, before the official seat of the bishop was transferred to Santa Reparata.",O,2,7
3,Who was the architect commissioned to design the new church of San Lorenzo in 1419?,"
San Lorenzo was the parish church of the Medici family.",O,3,7
4,What was the main reason for the delay in the construction of the Basilica di San Lorenzo after it was initially started in 1419?," In 1419, Giovanni di Bicci de' Medici offered to finance a new church to replace an eleventh-century Romanesque rebuilding.",O,4,7
5,Was the Basilica of San Lorenzo completed according to Filippo Brunelleschi's original design?," Filippo Brunelleschi, the leading Renaissance architect of the first half of the fifteenth century, was commissioned to design it, but the building, with alterations, was not completed until after his death.",O,5,7
6,What was the reason for the delay in the construction of the Basilica di San Lorenzo?," The church is part of a larger monastic complex that contains other important architectural and artistic works: the Old Sacristy (""Sagresta Vecchia"") by Brunelleschi and having interior decoration and sculpture by Donatello; the Laurentian Library by Michelangelo; the Medici Chapels, two structures that include the New Sacristy (""Sagrestia Nuova"") based on Michelangelo's designs; and the larger Cappella dei Principi (""Chapel of the Princes"") being a collaboration between the family and architects.",O,6,7
7,Was the Basilica of San Lorenzo initially designed to have chapels along the side aisles that were deeper than those that were actually built?, The Basilica of San Lorenzo is considered a milestone in the development of Renaissance architecture.,O,7,7
8,What year did the Medici family step in to take over financial responsibility for the Basilica of San Lorenzo?,"
The basilica has a complicated building history.",O,8,7
9,"What was the original plan for the depth of the chapels along the side aisles of the Basilica di San Lorenzo, as envisioned by Filippo Brunelleschi?"," The project was begun around 1419, under the direction of Filippo Brunelleschi.",O,9,7
10,What changes to the original design of the Basilica di San Lorenzo were forced due to the lack of funds during its construction?, Lack of funds slowed the construction and forced changes to the original design.,O,10,7
11,Why did the Medici family step in to take over financial responsibility for the Basilica of San Lorenzo in 1442?," By the early 1440s, only its sacristy (now called the Old Sacristy) had been worked on because that was being paid for by the Medici.",O,11,7
12,What year did the Medici family take over financial responsibility for the Basilica of San Lorenzo?," In 1442, the Medici stepped in to take over financial responsibility for the church as well.",O,12,7
13,Who was responsible for completing the Basilica of San Lorenzo after Filippo Brunelleschi's death in 1446?," After Brunelleschi's death in 1446, the job was handed either to Antonio Manetti or Michelozzo; scholars are uncertain which.",O,13,7
14,"What year did Pius II visit Florence, and how did it relate to the completion of the Basilica di San Lorenzo?"," Although the building was largely completed by 1459 in time for a visit to Florence by Pius II, the chapels along the right-hand aisles were still under construction during the 1480s and 1490s.",O,14,7
15,What was the reason for the changes to the original design of the Basilica di San Lorenzo?,"
By the time the building was completed, aspects of its layout and detailing no longer corresponded to the original plan.",O,15,7
16,Why did Brunelleschi's original design for the chapels along the side aisles of the Basilica di San Lorenzo not fully match the completed building?," The principal difference is that Brunelleschi had envisioned the chapels along the side aisles to be deeper than those built, and he intended them to resemble the chapels in the transept, the only part of the building that is known to have been completed as Brunelleschi designed it.",O,16,7
17,"Who was responsible for designing the Basilica di San Lorenzo, but did not see the completion of the project?","
",O,17,7
